date,AdrActCnt,CapMrktCurUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2019-05-04,591,180040880.89710903117978048,5500000,5498024.8621612105,7.82267853,13.772988224535057,0.00017310660857529939,0.999640884029311,,0.12103196544507677,180105559.68,180105559.68,180105556.6879106242146234,853,846,23023515.406053744,23015247.29397002586373653729,28706.06886518,28695.76005739481560362729098,46.58703954,46.57030939007406607595694,24285334.25994275999998873,24276613.00855649382828175629,,0.0007932351414746357,0.0007170986662164429
2019-05-05,571,182455027.36905978623186996,3050000,3047354.82340683335,8.7144395,13.8547759760964,0.00017441888712916784,0.999132728985847,,-0.07818881692039001,182613402.68,182613402.68,182613399.6866971742146234,761,764,20955266.556578845,20937092.66130047442094274461,32684.1477723,32655.8017583147908632786381,44.72519787,44.68640900228509150454589,24970688.898038747596578638,24949032.54335404647393786325,,0.0007504970485347944,0.0007183719684508776
2019-05-06,646,180251868.75506098957745136,963037,962870.001318284569537,8.24881535,13.478059861501276,0.00017566432417188274,0.999826591624501,,0.036542215953021366,180283131.36,180283131.36,180283128.3630271742146234,867,861,21855639.10322911,21851849.15235672661886969242,28040.69149233,28035.82900157044642468157733,44.89720238,44.88941682907083436351238,24143035.374898829999999999,24138848.77035485390344822323,,0.0007571843564317364,0.0007238310501131352
2019-05-07,705,178783214.4669304398829528,1701753.56,1703358.0686976507993248,7.94016772,13.20704587798637,0.00017181371214504166,1.00094285608408,,0.057065481305047065,178614806.41,178614806.41,178614803.3823888442146234,926,922,22495092.371904843,22516302.0066096350792813672,29483.18348291,29510.9818818349086582030728,45,45.0424285237836,27183495.171238903260946516,27209125.29504766516231728597,,0.0007664479982211175,0.0007349488023947062
2019-05-08,577,180312993.9465272268704368,1272355.68,1275368.9234651598643968,13.52905629,13.298488807182542,0.00016898211998749837,1.00236823988176,,0.21148386931070534,179886978.43,179886978.43,179886975.4023888442146234,682,686,13296343.410241822,13327832.34098753344770628697,23466.52434286,23522.0987016950529281002336,43.5468493,43.649978685237252538768,16098035.699200256199998143,16136159.70936109847366778831,,0.000807480967982356,0.0007562482660832958
2019-05-09,501,182246203.456336816567836,1853746.97,1858902.8227307158146298,34.42540937,13.484823505604478,0.00016305014872160071,1.00278131417834,,0.301770033306516,181740725.4,181740725.4,181740722.3673888442146234,631,645,5279261.125279986,5293944.409098886408064036703,10398.17714346,10427.0977409779962182046564,44.10321846,44.2258833668132244201564,6706824.257534258311143576,6725478.042933372987352635611,,0.0008027100534845415,0.0007536497567889481
2019-05-10,513,191329729.1806738670163236,9233682.82,9250862.7190280446566716,9.51711383,14.00245761595753,0.00015758809617601616,1.00186056846038,,0.21286882325039072,190974408.22,190974408.22,190974405.1732810442146234,654,659,20066420.526040334,20103755.47518380649392816097,35539.96307149,35606.0876058638842051725662,50,50.093028423019,23420835.664110569355999996,23464411.73226295655284877412,,0.0008237991938427069,0.0007615049120251809
2019-05-11,661,192313341.4429885638572222,0,0,29.30165116,14.016926213366776,0.00013747435765438178,1.00701106098701,,0.6811933940518774,190974408.22,190974408.22,190974405.1732810442146234,898,909,6517530.604165055,6563225.408715560332125250936,10300.63421783,10372.8525925360881791403883,100,100.701106098701,9363276.504010851315489997,9428923.006618709176937726655,,0.001236966662446577,0.0010062632731693364
2019-05-12,764,194173195.6493566569790044,2450084.54,2459568.2684983457118326,16.77604002,14.10852463841878,0.00014459531372958457,1.00387077602569,,0.3651102735773434,193424492.76,193424492.76,193424489.6923930442146234,1097,1103,11529806.351233806,11574435.64923901011181665248,13032.73209552,13083.1788824645794110539088,175.66,176.3399405166727054,14375103.501358541420967277,14430746.30735841243944446396,,0.0013799121884789023,0.0010878072460556347
2019-05-13,847,194243038.497205023063618,446354,447220.3371012888897,20.15988628,14.143381031923756,0.00012847198738314759,1.00194091931805,,0.278876295550817,193866758.76,193866758.76,193183137.1841930442146234,1216,1228,9616460.927954653,9635125.702740993215282084387,9780.87879924,9799.862695848950603658282,150.115298385,150.40666006757028646634925,12010919.165471691575237869,12034231.39050749256595665961,,0.0014138967139119582,0.001115217307176828
2019-05-14,907,197893677.7524015582205868,3994003,3997159.64493779290279,10.279274,14.269026112949323,0.00012579763558013301,1.00079034616093,,0.1253590365413985,197737396.76,197737396.76,197043357.4466930442146234,1274,1272,19236513.859215613,19251717.3640939207982356666,19934.13970556,19949.8945763477316265757708,249.59735029,249.7946185975800019221697,25356225.705477560000013209,25376265.90111955877043148317,,0.001430621777120455,0.0011241292924209774
2019-05-15,1041,194392547.32745373972688818,1928835,1926071.21980460937213,5.57660239,13.697837744805069,0.00012155106307810623,0.998567124613878,,-0.16249028877927296,194671487.31,194671487.31,194671475.6420897942146234,1400,1401,34908618.84818856,34858599.14747747609018973684,27690.3791674,27650.7023046586471401251772,200,199.7134249227756,38794221.213525584787149195,38738633.92882495203143838275,,0.0014836417698527306,0.00115424218480605
2019-05-16,1198,183291510.30978666166406296,3992394.77,3990927.44050059104212076,2.49832105,12.277077627283534,0.00012714619242823268,0.999632468835388,,-0.02435386026342068,183358900.42,183358900.42,183358897.3506884442146234,1734,1735,73392849.39828396,73365875.23887041557274692078,52474.38433981,52455.09836822129193594519628,191.8264144,191.7559122145122238727872,91043056.829572117002454565,91009595.66886570786189101055,,0.0014966364154579525,0.0011592975551331602
2019-05-17,1178,183481266.85281477922910546,6226231.03,6221385.15653462380631062,5.65404641,12.036062678398617,0.00013637675958679836,0.999221700344554,,-0.08341000409080405,183624181.49,183624181.49,183624178.4202100442146234,1763,1764,32476596.08452461,32451319.56098196558334429247,24364.3706505,24345.407869217557215112377,262.14046392,261.93644008725260940549168,42978749.827485496084167,42945299.48130326429062413044,,0.0014979645105581633,0.0011570746811954752
2019-05-18,660,184355811.15236722842193395,750781.96,750703.97110559604232636,33.11937558,12.059709370018656,0.0001373863467612141,0.999896123110891,,0.0024383210621847663,184374963.45,184374963.45,184374960.3780347642146234,838,838,5566981.871007618,5566403.590249131528322919768,9628.83535244,9627.83513897784577118742404,101.589673405,101.579120585761089288553855,8068964.025348133186918115,8068125.846466847588621937344,,0.0015030724141402623,0.0011604205147965486
2019-05-19,851,189875956.11267119017674908,5617587.73,5614140.31579593306591338,8.32423451,12.280605139942015,0.00012158364849038141,0.999386317691906,,-0.11273307679917062,189992551.18,189992551.18,189992548.1057447642146234,1129,1131,22824026.763366193,22810020.06194205120631483013,27703.27075596,27686.26974882072945499325976,144.35300964,144.26442275186380936797384,31332399.224990991697976262,31313171.08591647656938468994,,0.0015008347513442422,0.0011622093737486238
