date,AdrActCnt,CapMrktCurUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2019-10-06,6,20797225.2668132716076208,0,0,138.28954052,,0.00012741661538147905,1.00080779751141,,,20780438.88,20780438.88,20780438.878857,4,4,150267.611,150388.99680221132594151,37631.323,37661.72148907046589543,257.681,257.88915407053764021,150525.292,150646.88595628186358172,,,
2019-10-07,12,20936376.76206248280907363,180846.11,180631.21114567678958707,11.02440463,,0.00012142096503661721,0.998811703197137,,,20961284.99,20961284.99,20961284.978947,17,17,1901353.0154300001,1899093.64372065070657399423,124694.29502529,124546.1211931761922072705947,15000,14982.175547957055,2119803.01543,2117284.06028406518434282391,,,
2019-10-08,20,21575665.384434005128116,604679.87,605012.6681455614612204,32.48004549,,0.00012216560525116622,1.00055037080292,,,21563797.3,21563797.3,21563797.29668991,22,22,663909.0855141799,664274.4816906402221326083253,32464.07756883,32481.9448492676141286649836,1875,1876.031945255475,714209.70651418,714602.7866838074668009654056,,,
2019-10-09,26,20904388.4730253020042,599000,599612.92453592229,4.73160472,,0.00011642063315655484,1.00102324630371,,,20883020,20883020,20883019.99388791,53,53,4413517.45419278,4418033.569614142331376769214,91920.11496491,92014.1718827844424138528161,7050.79892,7058.0136239330924599932,4871766.09314016,4876751.109787505376306957994,,,
2019-10-10,14,22287752.7927346935956737,1389804.03,1390859.8397913897919737,6.39836751,,0.00011666462327181134,1.00075968249379,,,22270834.03,22270834.03,22270834.02388791,17,17,3480705.66586148,3483349.897021870631595100209,226512.73563891,226684.8133987953621577573689,61718.42,61765.3064032183786118,3850716.50586148,3853641.827779531164278700209,,,
2019-10-11,21,22591001.7458078053835042,304581.91,304792.1898244979071963,4.18073523,,0.00012071266694572162,1.00069038842293,,,22575415.94,22575415.94,22575415.93388791,92,92,5399867.41322,5403595.4191674440544331346,60337.06963522,60378.7256495696771261835946,24556.57,24573.5235716348701501,5551010.40644,5554842.7597601701299156692,,,
2019-10-12,16,22581266.936728813342645,0,0,7.32117171,,0.00012016929368093998,1.00025917558925,,,22575415.94,22575415.94,22575415.93388791,108,108,3083579.6300000004,3084378.818567604947081170236,30395.71462963,30403.5924568798092007594775,24509.88,24516.23236259144679,3282737.18,3283587.985342979383315,,,
2019-10-13,13,22584834.4095808309802388,0,0,8.52229821,,0.0001206593844916806,1.00041720026802,,,22575415.94,22575415.94,22575415.93388791,91,91,2648982.1632519998,2650087.319320488733711360986,31249.69241385,31262.729793900600780760077,24253.13,24263.2484123363239026,2843722.00966,2844908.4112446045250290732,,,
2019-10-14,17,23048703.01982344204132776,475030.25,474994.326245729156046,5.67982379,,0.00011980352694190655,0.999924375859704,,,23050446.19,23050446.19,23050446.18388791,91,91,4058303.04861,4057996.14293088823285221144,47366.20591879,47362.62389018830819945743816,23975.81,23973.99684998084976024,4310324.73861,4309998.77400724603783197144,,,
2019-10-15,23,25794770.537248256074608,2747310.41,2746992.4117565876510408,2.58513777,,0.000122524134436013,0.99988425106888,,,25797756.6,25797756.6,25797756.59017591,121,121,9979257.936501,9978102.84806147923241718888,99010.39616943,98998.9358219036207350803384,23836.8,23834.040915878678784,11980257.936501,11978871.23445030811241718888,,,
2019-10-16,39,27842817.9231038455782566,2039522.47,2039928.2788915556609486,2.25523761,,0.00012496463980706516,1.00019897250338,,,27837279.07,27837279.07,27837279.04782591,152,152,12343390.748742638,12345846.74410011285527020512,101285.18647525,101305.339442358290610911345,23404,23408.65675246910552,15395348.34423746,15398411.59523792006541337261,,,
