date,Price_in_USD_or_index_value
2015-08-25,110.3396
2015-08-26,110.5808
2015-08-27,110.4835
2015-08-28,110.6714
2015-08-29,110.635
2015-08-30,110.5986
2015-08-31,110.5622
2015-09-01,110.4506
2015-09-02,110.7979
2015-09-03,110.8566
2015-09-04,111.1018
2015-09-05,111.0249
2015-09-06,110.948
2015-09-07,110.8712
2015-09-08,110.7943
2015-09-09,110.9226
2015-09-10,110.6332
2015-09-11,110.611
2015-09-12,110.5742
2015-09-13,110.5374
2015-09-14,110.5006
2015-09-15,110.6395
2015-09-16,110.1022
2015-09-17,110.1212
2015-09-18,109.8166
2015-09-19,110.0916
2015-09-20,110.3665
2015-09-21,110.6415
2015-09-22,111.1968
2015-09-23,111.6288
2015-09-24,111.4455
2015-09-25,111.3725
2015-09-26,111.3788
2015-09-27,111.3851
2015-09-28,111.3914
2015-09-29,111.522
2015-09-30,111.3311
2015-10-01,111.0439
2015-10-02,110.7006
2015-10-03,110.6152
2015-10-04,110.5298
2015-10-05,110.4444
2015-10-06,110.1371
2015-10-07,109.8162
2015-10-08,109.6452
2015-10-09,109.0782
2015-10-10,109.1616
2015-10-11,109.245
2015-10-12,109.3285
2015-10-13,109.4119
2015-10-14,109.1244
2015-10-15,108.6672
2015-10-16,108.9957
2015-10-17,109.1258
2015-10-18,109.2558
2015-10-19,109.3859
2015-10-20,109.3369
2015-10-21,109.7747
2015-10-22,110.0343
2015-10-23,110.433
2015-10-24,110.3583
2015-10-25,110.2837
2015-10-26,110.209
2015-10-27,110.4875
2015-10-28,110.2335
2015-10-29,110.8084
2015-10-30,110.208
2015-10-31,110.2116
2015-11-01,110.2152
2015-11-02,110.2188
2015-11-03,110.244
2015-11-04,110.7139
2015-11-05,110.8303
2015-11-06,111.7603
2015-11-07,111.8106
2015-11-08,111.861
2015-11-09,111.9113
2015-11-10,111.992
2015-11-11,111.8943
2015-11-12,111.7966
2015-11-13,112.0265
2015-11-14,112.091
2015-11-15,112.1555
2015-11-16,112.22
2015-11-17,112.3142
2015-11-18,112.3664
2015-11-19,111.575
2015-11-20,111.7799
2015-11-21,111.8908
2015-11-22,112.0017
2015-11-23,112.1126
2015-11-24,111.7638
2015-11-25,111.8937
2015-11-26,112.0881
2015-11-27,112.2825
2015-11-28,112.3017
2015-11-29,112.3209
2015-11-30,112.3401
2015-12-01,112.1135
2015-12-02,112.3716
2015-12-03,111.6408
2015-12-04,111.5464
2015-12-05,111.7995
2015-12-06,112.0526
2015-12-07,112.3057
2015-12-08,112.5486
2015-12-09,112.1919
2015-12-10,112.2673
2015-12-11,112.7149
2015-12-12,112.7274
2015-12-13,112.7398
2015-12-14,112.7523
2015-12-15,112.861
2015-12-16,112.9865
2015-12-17,113.8177
2015-12-18,113.2837
2015-12-19,113.3273
2015-12-20,113.3709
2015-12-21,113.4145
2015-12-22,113.2109
2015-12-23,113.1847
2015-12-24,113.0496
2015-12-25,113.0487
2015-12-26,113.0479
2015-12-27,113.047
2015-12-28,113.0462
2015-12-29,113.1664
2015-12-30,113.4707
2015-12-31,113.3429
2016-01-01,113.5471
2016-01-02,113.7512
2016-01-03,113.9554
2016-01-04,114.1596
2016-01-05,114.2649
2016-01-06,114.6177
2016-01-07,114.6517
2016-01-08,115.0097
2016-01-09,115.0112
2016-01-10,115.0126
2016-01-11,115.0141
2016-01-12,115.3129
2016-01-13,115.1426
2016-01-14,115.3847
2016-01-15,115.7406
2016-01-16,115.7593
2016-01-17,115.7781
2016-01-18,115.7968
2016-01-19,115.8155
2016-01-20,116.35
2016-01-21,115.9833
2016-01-22,115.9042
2016-01-23,115.8251
2016-01-24,115.7459
2016-01-25,115.6668
2016-01-26,115.5877
2016-01-27,115.5086
2016-01-28,115.2224
2016-01-29,115.5728
2016-01-30,115.4929
2016-01-31,115.413
2016-02-01,115.3331
2016-02-02,115.5532
2016-02-03,114.6146
2016-02-04,113.6013
2016-02-05,114.2935
2016-02-06,114.3407
2016-02-07,114.388
2016-02-08,114.4352
2016-02-09,114.1273
2016-02-10,114.288
2016-02-11,114.1849
2016-02-12,114.2994
2016-02-13,114.3472
2016-02-14,114.395
2016-02-15,114.4427
2016-02-16,114.4905
2016-02-17,113.8632
2016-02-18,113.8894
2016-02-19,113.9556
2016-02-20,113.9113
2016-02-21,113.8669
2016-02-22,113.8226
2016-02-23,114.1764
2016-02-24,114.1709
2016-02-25,113.9213
2016-02-26,114.3699
2016-02-27,114.3269
2016-02-28,114.2838
2016-02-29,114.2408
2016-03-01,113.9254
2016-03-02,113.7956
2016-03-03,113.2474
2016-03-04,112.6378
2016-03-05,112.6322
2016-03-06,112.6266
2016-03-07,112.621
2016-03-08,112.8457
2016-03-09,112.4258
2016-03-10,112.4184
2016-03-11,111.7403
2016-03-12,111.8829
2016-03-13,112.0254
2016-03-14,112.168
2016-03-15,112.5536
2016-03-16,112.775
2016-03-17,110.4441
2016-03-18,110.3993
2016-03-19,110.5116
2016-03-20,110.6238
2016-03-21,110.7361
2016-03-22,110.7866
2016-03-23,111.5462
2016-03-24,111.815
2016-03-25,111.7687
2016-03-26,111.6314
2016-03-27,111.4941
2016-03-28,111.3568
2016-03-29,111.3727
2016-03-30,110.2291
2016-03-31,109.9181
2016-04-01,110.2965
2016-04-02,110.3302
2016-04-03,110.364
2016-04-04,110.3977
2016-04-05,110.9468
2016-04-06,110.5337
2016-04-07,110.8866
2016-04-08,110.4201
2016-04-09,110.2716
2016-04-10,110.1231
2016-04-11,109.9746
2016-04-12,109.8148
2016-04-13,110.1423
2016-04-14,110.1677
2016-04-15,110.1921
2016-04-16,110.1241
2016-04-17,110.056
2016-04-18,109.988
2016-04-19,109.277
2016-04-20,109.3913
2016-04-21,109.8521
2016-04-22,110.2319
2016-04-23,110.2164
2016-04-24,110.201
2016-04-25,110.1855
2016-04-26,109.7486
2016-04-27,109.8473
2016-04-28,109.2136
2016-04-29,108.8263
2016-04-30,108.7742
2016-05-01,108.7221
2016-05-02,108.67
2016-05-03,109.3603
2016-05-04,109.9944
2016-05-05,110.2408
2016-05-06,110.3792
2016-05-07,110.5681
2016-05-08,110.7569
2016-05-09,110.9458
2016-05-10,110.8217
2016-05-11,110.2797
2016-05-12,110.6927
2016-05-13,111.2512
2016-05-14,111.2078
2016-05-15,111.1643
2016-05-16,111.1209
2016-05-17,111.0859
2016-05-18,111.4989
2016-05-19,112.2327
2016-05-20,112.1816
2016-05-21,112.2155
2016-05-22,112.2495
2016-05-23,112.2834
2016-05-24,112.2908
2016-05-25,112.1997
2016-05-26,111.8974
2016-05-27,112.0817
2016-05-28,112.168
2016-05-29,112.2544
2016-05-30,112.3407
2016-05-31,112.4271
2016-06-01,112.4614
2016-06-02,112.4558
2016-06-03,111.4445
2016-06-04,111.3726
2016-06-05,111.3008
2016-06-06,111.2289
2016-06-07,110.8372
2016-06-08,110.1908
2016-06-09,110.6159
2016-06-10,111.1017
2016-06-11,111.2354
2016-06-12,111.369
2016-06-13,111.5027
2016-06-14,111.9816
2016-06-15,111.7662
2016-06-16,112.2337
2016-06-17,111.5323
2016-06-18,111.3111
2016-06-19,111.09
2016-06-20,110.8688
2016-06-21,111.0072
2016-06-22,110.7675
2016-06-23,110.2616
2016-06-24,112.1339
2016-06-25,112.4653
2016-06-26,112.7966
2016-06-27,113.128
2016-06-28,112.7524
2016-06-29,111.8578
2016-06-30,112.1595
2016-07-01,111.6487
2016-07-02,111.8417
2016-07-03,112.0346
2016-07-04,112.2276
2016-07-05,112.4206
2016-07-06,112.5412
2016-07-07,112.575
2016-07-08,112.3937
2016-07-09,112.4368
2016-07-10,112.4798
2016-07-11,112.5229
2016-07-12,112.1079
2016-07-13,112.0243
2016-07-14,111.767
2016-07-15,112.281
2016-07-16,112.2687
2016-07-17,112.2564
2016-07-18,112.2441
2016-07-19,112.6357
2016-07-20,112.672
2016-07-21,112.6217
2016-07-22,112.9866
2016-07-23,113.0498
2016-07-24,113.113
2016-07-25,113.1762
2016-07-26,113.0571
2016-07-27,113.2147
2016-07-28,112.7372
2016-07-29,111.8719
2016-07-30,111.9058
2016-07-31,111.9396
2016-08-01,111.9735
2016-08-02,111.7104
2016-08-03,111.9399
2016-08-04,111.9126
2016-08-05,112.3566
2016-08-06,112.2855
2016-08-07,112.2143
2016-08-08,112.1432
2016-08-09,111.7194
2016-08-10,111.3212
2016-08-11,111.1927
2016-08-12,111.1759
2016-08-13,111.09
2016-08-14,111.0042
2016-08-15,110.9183
2016-08-16,110.4267
2016-08-17,110.9432
2016-08-18,110.3108
2016-08-19,110.8137
2016-08-20,110.8749
2016-08-21,110.936
2016-08-22,110.9972
2016-08-23,110.939
2016-08-24,111.2935
2016-08-25,111.1703
2016-08-26,111.2011
2016-08-27,111.4258
2016-08-28,111.6504
2016-08-29,111.8751
2016-08-30,112.2905
2016-08-31,112.4013
2016-09-01,112.1713
2016-09-02,111.9988
2016-09-03,111.7389
2016-09-04,111.4789
2016-09-05,111.219
2016-09-06,110.9591
2016-09-07,110.9695
2016-09-08,111.2587
2016-09-09,111.9858
2016-09-10,112.0404
2016-09-11,112.0951
2016-09-12,112.1497
2016-09-13,112.5187
2016-09-14,112.4658
2016-09-15,112.4733
2016-09-16,113.1745
2016-09-17,113.0833
2016-09-18,112.9921
2016-09-19,112.9009
2016-09-20,113.1826
2016-09-21,112.982
2016-09-22,112.257
2016-09-23,112.7144
2016-09-24,112.7126
2016-09-25,112.7109
2016-09-26,112.7091
2016-09-27,112.5493
2016-09-28,112.6261
2016-09-29,112.2856
2016-09-30,112.2772
2016-10-01,112.3532
2016-10-02,112.4292
2016-10-03,112.5052
2016-10-04,112.6553
2016-10-05,112.792
2016-10-06,113.0038
2016-10-07,113.2886
2016-10-08,113.3271
2016-10-09,113.3657
2016-10-10,113.4042
2016-10-11,113.4427
2016-10-12,113.7408
2016-10-13,113.6204
2016-10-14,113.7085
2016-10-15,113.6541
2016-10-16,113.5997
2016-10-17,113.5453
2016-10-18,113.136
2016-10-19,113.0512
2016-10-20,113.3998
2016-10-21,113.898
2016-10-22,113.8832
2016-10-23,113.8684
2016-10-24,113.8536
2016-10-25,113.6765
2016-10-26,113.8097
2016-10-27,114.1964
2016-10-28,114.0897
2016-10-29,114.065
2016-10-30,114.0402
2016-10-31,114.0155
2016-11-01,113.9883
2016-11-02,113.9176
2016-11-03,113.7635
2016-11-04,113.5801
2016-11-05,113.5672
2016-11-06,113.5542
2016-11-07,113.5413
2016-11-08,113.2986
2016-11-09,114.6929
2016-11-10,115.9352
2016-11-11,116.257
2016-11-12,116.5787
2016-11-13,116.9005
2016-11-14,117.2223
2016-11-15,116.7699
2016-11-16,116.8037
2016-11-17,116.8927
2016-11-18,117.5909
2016-11-19,117.5518
2016-11-20,117.5128
2016-11-21,117.4737
2016-11-22,117.4483
2016-11-23,118.0332
2016-11-24,118.0254
2016-11-25,118.0177
2016-11-26,117.9202
2016-11-27,117.8228
2016-11-28,117.7253
2016-11-29,117.6417
2016-11-30,117.7612
2016-12-01,117.662
2016-12-02,117.3095
2016-12-03,117.2392
2016-12-04,117.169
2016-12-05,117.0987
2016-12-06,116.9203
2016-12-07,116.6697
2016-12-08,117.0303
2016-12-09,117.2809
2016-12-10,117.1585
2016-12-11,117.0362
2016-12-12,116.9138
2016-12-13,116.8006
2016-12-14,116.7309
2016-12-15,118.8047
2016-12-16,118.3559
2016-12-17,118.3656
2016-12-18,118.3753
2016-12-19,118.385
2016-12-20,118.6274
2016-12-21,118.5784
2016-12-22,118.8183
2016-12-23,118.783
2016-12-24,118.8243
2016-12-25,118.8655
2016-12-26,118.9068
2016-12-27,118.948
2016-12-28,119.2278
2016-12-29,118.661
2016-12-30,118.344
2016-12-31,118.5298
2017-01-01,118.7156
2017-01-02,118.9015
2017-01-03,119.0873
2017-01-04,118.878
2017-01-05,117.9983
2017-01-06,118.347
2017-01-07,118.3674
2017-01-08,118.3878
2017-01-09,118.4082
2017-01-10,118.536
2017-01-11,119.0193
2017-01-12,117.798
2017-01-13,117.986
2017-01-14,117.8055
2017-01-15,117.625
2017-01-16,117.4445
2017-01-17,117.264
2017-01-18,117.723
2017-01-19,118.3174
2017-01-20,118.0499
2017-01-21,117.7824
2017-01-22,117.5149
2017-01-23,117.2474
2017-01-24,117.0508
2017-01-25,116.9347
2017-01-26,117.2756
2017-01-27,117.0718
2017-01-28,116.9579
2017-01-29,116.8441
2017-01-30,116.7302
2017-01-31,116.2226
2017-02-01,116.3902
2017-02-02,115.9009
2017-02-03,115.6232
2017-02-04,115.7647
2017-02-05,115.9063
2017-02-06,116.0478
2017-02-07,116.406
2017-02-08,116.1361
2017-02-09,116.3034
2017-02-10,116.1449
2017-02-11,116.2098
2017-02-12,116.2746
2017-02-13,116.3395
2017-02-14,116.3914
2017-02-15,116.2127
2017-02-16,116.0035
2017-02-17,116.4003
2017-02-18,116.4475
2017-02-19,116.4946
2017-02-20,116.5418
2017-02-21,116.5889
2017-02-22,116.2097
2017-02-23,115.6487
2017-02-24,115.8104
2017-02-25,115.7644
2017-02-26,115.7183
2017-02-27,115.6723
2017-02-28,115.9997
2017-03-01,116.4339
2017-03-02,116.8387
2017-03-03,116.6391
2017-03-04,116.5682
2017-03-05,116.4974
2017-03-06,116.4265
2017-03-07,116.4254
2017-03-08,116.8701
2017-03-09,116.9916
2017-03-10,116.6116
2017-03-11,116.5398
2017-03-12,116.4679
2017-03-13,116.3961
2017-03-14,116.5601
2017-03-15,116.3537
2017-03-16,115.4412
2017-03-17,115.274
2017-03-18,115.1954
2017-03-19,115.1167
2017-03-20,115.0381
2017-03-21,114.808
2017-03-22,114.7898
2017-03-23,114.7861
2017-03-24,114.6331
2017-03-25,114.4991
2017-03-26,114.3652
2017-03-27,114.2312
2017-03-28,114.4152
2017-03-29,114.712
2017-03-30,114.5195
2017-03-31,114.7893
2017-04-01,114.8157
2017-04-02,114.8421
2017-04-03,114.8685
2017-04-04,114.999
2017-04-05,114.9446
2017-04-06,115.0133
2017-04-07,115.0492
2017-04-08,115.0676
2017-04-09,115.0861
2017-04-10,115.1045
2017-04-11,115.0038
2017-04-12,114.911
2017-04-13,114.5005
2017-04-14,114.5315
2017-04-15,114.4621
2017-04-16,114.3927
2017-04-17,114.3233
2017-04-18,114.2536
2017-04-19,114.7894
2017-04-20,114.6179
2017-04-21,114.8099
2017-04-22,114.661
2017-04-23,114.512
2017-04-24,114.3631
2017-04-25,114.5095
2017-04-26,114.9464
2017-04-27,114.9935
2017-04-28,114.7866
2017-04-29,114.7213
2017-04-30,114.6559
2017-05-01,114.5906
2017-05-02,114.678
2017-05-03,114.6623
2017-05-04,114.9069
2017-05-05,114.7719
2017-05-06,114.8775
2017-05-07,114.9832
2017-05-08,115.0888
2017-05-09,115.3923
2017-05-10,115.113
2017-05-11,115.0652
2017-05-12,114.7462
2017-05-13,114.6137
2017-05-14,114.4811
2017-05-15,114.3486
2017-05-16,113.9905
2017-05-17,113.7493
2017-05-18,114.2683
2017-05-19,113.6995
2017-05-20,113.6475
2017-05-21,113.5956
2017-05-22,113.5436
2017-05-23,113.6853
2017-05-24,113.6735
2017-05-25,113.3705
2017-05-26,113.4816
2017-05-27,113.4996
2017-05-28,113.5176
2017-05-29,113.5356
2017-05-30,113.5536
2017-05-31,113.2943
2017-06-01,113.3
2017-06-02,113.1896
2017-06-03,113.1177
2017-06-04,113.0459
2017-06-05,112.974
2017-06-06,112.7077
2017-06-07,112.8175
2017-06-08,112.8332
2017-06-09,112.9533
2017-06-10,112.9624
2017-06-11,112.9715
2017-06-12,112.9806
2017-06-13,112.6235
2017-06-14,112.0699
2017-06-15,112.8673
2017-06-16,112.6117
2017-06-17,112.659
2017-06-18,112.7062
2017-06-19,112.7535
2017-06-20,113.2658
2017-06-21,113.3292
2017-06-22,113.1615
2017-06-23,112.8629
2017-06-24,112.8284
2017-06-25,112.794
2017-06-26,112.7595
2017-06-27,112.5467
2017-06-28,112.0716
2017-06-29,111.9955
2017-06-30,111.9871
2017-07-01,112.1328
2017-07-02,112.2785
2017-07-03,112.4242
2017-07-04,112.5375
2017-07-05,112.6509
2017-07-06,112.4174
2017-07-07,112.3104
2017-07-08,112.2586
2017-07-09,112.2069
2017-07-10,112.1551
2017-07-11,112.1398
2017-07-12,111.5861
2017-07-13,111.5321
2017-07-14,110.9034
2017-07-15,110.9111
2017-07-16,110.9187
2017-07-17,110.9264
2017-07-18,110.4316
2017-07-19,110.4296
2017-07-20,110.247
2017-07-21,110.1868
2017-07-22,110.1901
2017-07-23,110.1933
2017-07-24,110.1966
2017-07-25,110.2799
2017-07-26,110.3772
2017-07-27,110.2121
2017-07-28,109.9164
2017-07-29,109.8826
2017-07-30,109.8487
2017-07-31,109.8149
2017-08-01,109.8467
2017-08-02,109.7477
2017-08-03,109.8305
2017-08-04,110.2776
2017-08-05,110.3084
2017-08-06,110.3392
2017-08-07,110.37
2017-08-08,110.3925
2017-08-09,110.3641
2017-08-10,110.1854
2017-08-11,110.0391
2017-08-12,110.0566
2017-08-13,110.0741
2017-08-14,110.0916
2017-08-15,110.4809
2017-08-16,110.4353
2017-08-17,110.1634
2017-08-18,110.0368
2017-08-19,109.9348
2017-08-20,109.8329
2017-08-21,109.7309
2017-08-22,109.834
2017-08-23,109.8049
2017-08-24,109.7478
2017-08-25,109.3371
2017-08-26,109.284
2017-08-27,109.231
2017-08-28,109.1779
2017-08-29,109.0914
2017-08-30,109.4017
2017-08-31,109.3646
2017-09-01,109.0462
2017-09-02,109.0002
2017-09-03,108.9543
2017-09-04,108.9083
2017-09-05,108.8624
2017-09-06,108.4855
2017-09-07,107.918
2017-09-08,107.8041
2017-09-09,107.9189
2017-09-10,108.0338
2017-09-11,108.1486
2017-09-12,108.3202
2017-09-13,108.6587
2017-09-14,108.6145
2017-09-15,108.312
2017-09-16,108.4204
2017-09-17,108.5289
2017-09-18,108.6373
2017-09-19,108.6117
2017-09-20,108.4306
2017-09-21,108.9245
2017-09-22,108.7518
2017-09-23,108.9438
2017-09-24,109.1358
2017-09-25,109.3278
2017-09-26,109.7743
2017-09-27,110.0697
2017-09-28,110.2398
2017-09-29,110.0848
2017-09-30,110.1786
2017-10-01,110.2723
2017-10-02,110.3661
2017-10-03,110.3256
2017-10-04,110.2399
2017-10-05,110.5794
2017-10-06,110.7813
2017-10-07,110.6613
2017-10-08,110.5414
2017-10-09,110.4215
2017-10-10,110.3015
2017-10-11,110.3019
2017-10-12,110.3133
2017-10-13,110.2658
2017-10-14,110.358
2017-10-15,110.4502
2017-10-16,110.5424
2017-10-17,110.9128
2017-10-18,110.7196
2017-10-19,110.456
2017-10-20,111.0362
2017-10-21,111.0949
2017-10-22,111.1537
2017-10-23,111.2124
2017-10-24,111.4017
2017-10-25,111.3903
2017-10-26,111.6411
2017-10-27,112.1486
2017-10-28,112.0659
2017-10-29,111.9831
2017-10-30,111.9004
2017-10-31,111.8051
2017-11-01,111.7939
2017-11-02,111.546
2017-11-03,111.937
2017-11-04,111.8641
2017-11-05,111.7913
2017-11-06,111.7184
2017-11-07,111.9435
2017-11-08,111.6919
2017-11-09,111.5612
2017-11-10,111.6164
2017-11-11,111.6716
2017-11-12,111.7269
2017-11-13,111.7821
2017-11-14,111.5088
2017-11-15,111.4805
2017-11-16,111.256
2017-11-17,111.0008
2017-11-18,111.0869
2017-11-19,111.1731
2017-11-20,111.2592
2017-11-21,110.9816
2017-11-22,110.5621
2017-11-23,110.2933
2017-11-24,110.0244
2017-11-25,110.0538
2017-11-26,110.0833
2017-11-27,110.1127
2017-11-28,110.3006
2017-11-29,110.326
2017-11-30,110.465
2017-12-01,110.1411
2017-12-02,110.2262
2017-12-03,110.3113
2017-12-04,110.3964
2017-12-05,110.4897
2017-12-06,110.8705
2017-12-07,111.0178
2017-12-08,111.227
2017-12-09,111.1788
2017-12-10,111.1307
2017-12-11,111.0825
2017-12-12,111.5214
2017-12-13,111.2761
2017-12-14,111.0898
2017-12-15,111.1286
2017-12-16,111.0554
2017-12-17,110.9822
2017-12-18,110.909
2017-12-19,111.1262
2017-12-20,110.8369
2017-12-21,110.8791
2017-12-22,111.1006
2017-12-23,111.0696
2017-12-24,111.0387
2017-12-25,111.0078
2017-12-26,110.9768
2017-12-27,110.8564
2017-12-28,110.5166
2017-12-29,110.0796
2017-12-30,109.9712
2017-12-31,109.8628
2018-01-01,109.7544
2018-01-02,109.646
2018-01-03,109.6769
2018-01-04,109.4797
2018-01-05,109.3513
2018-01-06,109.424
2018-01-07,109.4966
2018-01-08,109.5693
2018-01-09,109.9038
2018-01-10,109.6292
2018-01-11,109.4906
2018-01-12,108.9026
2018-01-13,108.7577
2018-01-14,108.6129
2018-01-15,108.468
2018-01-16,108.3231
2018-01-17,108.1536
2018-01-18,108.0663
2018-01-19,107.9463
2018-01-20,108.0001
2018-01-21,108.054
2018-01-22,108.1078
2018-01-23,107.999
2018-01-24,107.0806
2018-01-25,106.5056
2018-01-26,106.691
2018-01-27,106.8321
2018-01-28,106.9731
2018-01-29,107.1142
2018-01-30,107.1063
2018-01-31,106.7696
2018-02-01,106.4877
2018-02-02,107.1152
2018-02-03,107.187
2018-02-04,107.2588
2018-02-05,107.3306
2018-02-06,107.5212
2018-02-07,107.7181
2018-02-08,108.3022
2018-02-09,108.2581
2018-02-10,108.1833
2018-02-11,108.1084
2018-02-12,108.0336
2018-02-13,107.7577
2018-02-14,107.4695
2018-02-15,106.9869
2018-02-16,107.036
2018-02-17,107.1833
2018-02-18,107.3306
2018-02-19,107.4778
2018-02-20,107.6251
2018-02-21,107.8683
2018-02-22,107.8672
2018-02-23,107.6805
2018-02-24,107.6988
2018-02-25,107.7172
2018-02-26,107.7355
2018-02-27,108.1736
2018-02-28,108.3909
2018-03-01,108.5365
2018-03-02,108.493
2018-03-03,108.4496
2018-03-04,108.4061
2018-03-05,108.3626
2018-03-06,107.7982
2018-03-07,108.0927
2018-03-08,108.2685
2018-03-09,107.9243
2018-03-10,107.9313
2018-03-11,107.9382
2018-03-12,107.9452
2018-03-13,107.7398
2018-03-14,107.864
2018-03-15,108.2048
2018-03-16,108.4347
2018-03-17,108.395
2018-03-18,108.3554
2018-03-19,108.3157
2018-03-20,108.4965
2018-03-21,108.2454
2018-03-22,107.9942
2018-03-23,107.7504
2018-03-24,107.5613
2018-03-25,107.3721
2018-03-26,107.183
2018-03-27,107.3375
2018-03-28,107.575
2018-03-29,107.6668
2018-03-30,107.48
2018-03-31,107.555
2018-04-01,107.6299
2018-04-02,107.7049
2018-04-03,107.564
2018-04-04,107.6378
2018-04-05,107.7297
2018-04-06,107.7901
2018-04-07,107.7044
2018-04-08,107.6186
2018-04-09,107.5329
2018-04-10,107.367
2018-04-11,107.1237
2018-04-12,107.2917
2018-04-13,107.238
2018-04-14,107.1789
2018-04-15,107.1197
2018-04-16,107.0606
2018-04-17,107.0355
2018-04-18,107.1114
2018-04-19,107.5217
2018-04-20,108.1809
2018-04-21,108.4324
2018-04-22,108.6838
2018-04-23,108.9353
2018-04-24,108.7932
2018-04-25,109.347
2018-04-26,109.3668
2018-04-27,109.176
2018-04-28,109.2303
2018-04-29,109.2845
2018-04-30,109.3388
2018-05-01,109.7471
2018-05-02,110.165
2018-05-03,110.1832
2018-05-04,110.2529
2018-05-05,110.3603
2018-05-06,110.4676
2018-05-07,110.575
2018-05-08,111.0656
2018-05-09,110.8842
2018-05-10,110.4081
2018-05-11,110.288
2018-05-12,110.3292
2018-05-13,110.3703
2018-05-14,110.4115
2018-05-15,111.2322
2018-05-16,111.3099
2018-05-17,111.3576
2018-05-18,111.72
2018-05-19,111.6942
2018-05-20,111.6684
2018-05-21,111.6426
2018-05-22,111.1974
2018-05-23,111.6958
2018-05-24,111.491
2018-05-25,111.5867
2018-05-26,111.7437
2018-05-27,111.9006
2018-05-28,112.0576
2018-05-29,112.2146
2018-05-30,111.6758
2018-05-31,111.992
2018-06-01,111.8296
2018-06-02,111.8291
2018-06-03,111.8285
2018-06-04,111.828
2018-06-05,112.2675
2018-06-06,111.7567
2018-06-07,112.0773
2018-06-08,112.1103
2018-06-09,112.1116
2018-06-10,112.1129
2018-06-11,112.1142
2018-06-12,112.2172
2018-06-13,112.2615
2018-06-14,112.8629
2018-06-15,113.3413
2018-06-16,113.3919
2018-06-17,113.4425
2018-06-18,113.4931
2018-06-19,113.6417
2018-06-20,113.4812
2018-06-21,113.6136
2018-06-22,113.3073
2018-06-23,113.3011
2018-06-24,113.2948
2018-06-25,113.2886
2018-06-26,113.3039
2018-06-27,113.8998
2018-06-28,113.8431
2018-06-29,113.2614
2018-06-30,113.5643
2018-07-01,113.8672
2018-07-02,114.1701
2018-07-03,113.3247
2018-07-04,113.1516
2018-07-05,112.9785
2018-07-06,112.6454
2018-07-07,112.6454
2018-07-08,112.6455
2018-07-09,112.6455
2018-07-10,112.5821
2018-07-11,112.8608
2018-07-12,112.7818
2018-07-13,113.0733
2018-07-14,112.9977
2018-07-15,112.9221
2018-07-16,112.8465
2018-07-17,113.1533
2018-07-18,113.3377
2018-07-19,113.9491
2018-07-20,113.3236
2018-07-21,113.3579
2018-07-22,113.3923
2018-07-23,113.4266
2018-07-24,113.2061
2018-07-25,112.9236
2018-07-26,112.9194
2018-07-27,112.8141
2018-07-28,112.7448
2018-07-29,112.6754
2018-07-30,112.6061
2018-07-31,112.7318
2018-08-01,112.8916
2018-08-02,113.1692
2018-08-03,113.0131
2018-08-04,113.0854
2018-08-05,113.1576
2018-08-06,113.2299
2018-08-07,112.9772
2018-08-08,113.1424
2018-08-09,113.3819
2018-08-10,114.3013
2018-08-11,114.4847
2018-08-12,114.6681
2018-08-13,114.8515
2018-08-14,114.6582
2018-08-15,115.1527
2018-08-16,114.6422
2018-08-17,114.5346
2018-08-18,114.4735
2018-08-19,114.4124
2018-08-20,114.3513
2018-08-21,113.8617
2018-08-22,113.6646
2018-08-23,114.0948
2018-08-24,113.6009
2018-08-25,113.4921
2018-08-26,113.3832
2018-08-27,113.2744
2018-08-28,113.3469
2018-08-29,113.6482
2018-08-30,114.0918
2018-08-31,114.2768
2018-09-01,114.4226
2018-09-02,114.5684
2018-09-03,114.7142
2018-09-04,114.86
2018-09-05,114.7493
2018-09-06,114.6489
2018-09-07,114.5819
2018-09-08,114.6147
2018-09-09,114.6476
2018-09-10,114.6804
2018-09-11,114.7057
2018-09-12,114.2199
2018-09-13,113.9281
2018-09-14,114.067
2018-09-15,114.0169
2018-09-16,113.9667
2018-09-17,113.9166
2018-09-18,113.7745
2018-09-19,113.6541
2018-09-20,113.4999
2018-09-21,113.5111
2018-09-22,113.5179
2018-09-23,113.5246
2018-09-24,113.5314
2018-09-25,113.7219
2018-09-26,113.6754
2018-09-27,113.9801
2018-09-28,113.8093
2018-09-29,113.8144
2018-09-30,113.8196
2018-10-01,113.8247
2018-10-02,113.8962
2018-10-03,114.1574
2018-10-04,114.6871
2018-10-05,114.5607
2018-10-06,114.5847
2018-10-07,114.6086
2018-10-08,114.6326
2018-10-09,114.6566
2018-10-10,114.6055
2018-10-11,114.4062
2018-10-12,114.3681
2018-10-13,114.2599
2018-10-14,114.1518
2018-10-15,114.0436
2018-10-16,113.8953
2018-10-17,114.1743
2018-10-18,114.8151
2018-10-19,114.8561
2018-10-20,114.9632
2018-10-21,115.0703
2018-10-22,115.1774
2018-10-23,115.1642
2018-10-24,115.3743
2018-10-25,115.482
2018-10-26,115.4716
2018-10-27,115.6119
2018-10-28,115.7523
2018-10-29,115.8926
2018-10-30,116.2351
2018-10-31,116.5271
2018-11-01,115.8648
2018-11-02,115.6422
2018-11-03,115.6622
2018-11-04,115.6822
2018-11-05,115.7022
2018-11-06,115.5616
2018-11-07,115.2515
2018-11-08,115.6473
2018-11-09,116.477
2018-11-10,116.5249
2018-11-11,116.5727
